# d_ij	D_ij  (gapblock v3)
88.0000	1274.0071
77.0000	1173.2677
128.0000	1616.6348
87.0000	1238.1357
101.0000	1059.2984
99.0000	1416.9996
117.0000	1265.0968
92.0000	964.0052
163.0000	3191.5033
104.0000	1237.0606
85.0000	1221.1310
117.0000	1508.3832
98.0000	1089.9335
66.0000	883.6238
154.0000	1606.9216
151.0000	1529.8431
153.0000	1662.7871
155.0000	1634.3558
132.0000	1525.1452
142.0000	1750.8415
121.0000	892.5962
149.0000	1629.0595
132.0000	1613.5160
91.0000	1058.8234
147.0000	1753.8538
157.0000	1630.4364
113.0000	3136.7617
123.0000	1482.4938
149.0000	1957.9729
112.0000	2129.6321
168.0000	2011.5889
131.0000	1703.8782
129.0000	1131.4044
107.0000	1302.9140
117.0000	1232.2958
165.0000	2471.1548
97.0000	1226.5044
76.0000	976.3944
101.0000	1285.4882
105.0000	1453.5529
144.0000	2353.5040
145.0000	2484.4790
142.0000	2828.7319
137.0000	2388.4683
143.0000	2449.8690
132.0000	1125.0289
175.0000	2227.5125
123.0000	1322.1551
84.0000	1332.8319
126.0000	1235.6954
121.0000	1515.1277
118.0000	1342.9855
117.0000	1395.4698
121.0000	1399.0751
126.0000	1377.5075
144.0000	1480.3398
120.0000	1743.3755
76.0000	1261.6204
88.0000	1867.1162
70.0000	1885.2445
46.0000	1688.7090
90.0000	2120.7796
89.0000	2285.5990
90.0000	2372.2135
97.0000	2749.6736
101.0000	2400.6480
109.0000	1438.2893
107.0000	1399.1233
104.0000	1058.5268
105.0000	1994.8952
136.0000	1793.0711
143.0000	1871.2261
146.0000	1702.9701
138.0000	2045.7407
140.0000	1369.2034
136.0000	1202.6280
103.0000	1682.1861
138.0000	1878.7344
113.0000	1375.0469
95.0000	1271.2384
98.0000	1092.2509
124.0000	1157.3422
124.0000	1734.6723
112.0000	1513.5548
119.0000	1599.8541
181.0000	1974.6742
62.0000	709.3652
105.0000	1268.7127
102.0000	1222.2884
109.0000	1493.4065
85.0000	1103.0648
148.0000	1722.6874
143.0000	1449.8976
136.0000	1766.1444
144.0000	1785.0241
153.0000	1438.9819
163.0000	1838.1113
87.0000	1249.8508
130.0000	1181.7580
112.0000	950.0584
102.0000	2140.3346
71.0000	1350.7002
106.0000	1703.8072
162.0000	1949.7584
109.0000	1489.3186
112.0000	1455.1395
114.0000	1310.1824
150.0000	1523.6328
139.0000	2417.6712
95.0000	1222.6185
97.0000	981.8966
129.0000	1445.0554
122.0000	1579.9127
233.0000	1711.4137
133.0000	3007.7520
89.0000	1654.0526
94.0000	1410.7300
154.0000	1521.3869
140.0000	2509.1602
115.0000	1147.7988
140.0000	1746.5208
142.0000	1195.3184
144.0000	1902.4532
136.0000	1211.6229
96.0000	977.1668
111.0000	1100.9886
87.0000	1127.3917
122.0000	1096.1756
171.0000	2131.3191
147.0000	1838.8042
75.0000	1031.8542
190.0000	2181.5678
189.0000	1900.2624
67.0000	2063.6448
118.0000	1302.0449
130.0000	2409.1943
145.0000	2013.3326
174.0000	1588.7958
132.0000	1938.6854
56.0000	673.1835
84.0000	888.2179
90.0000	923.0970
117.0000	1816.7768
113.0000	1294.9402
122.0000	1394.4103
138.0000	2419.8403
60.0000	670.3857
130.0000	1476.7749
118.0000	1055.0616
150.0000	1364.7908
94.0000	1157.2994
138.0000	1562.4596
139.0000	1404.4825
117.0000	1896.4957
115.0000	1260.4932
91.0000	1255.0462
133.0000	2190.6869
89.0000	928.1363
122.0000	1232.6638
115.0000	1388.6879
56.0000	1276.1246
127.0000	1312.7018
128.0000	1416.5790
124.0000	1352.2004
157.0000	2105.2565
152.0000	1799.0350
111.0000	1394.2019
126.0000	1682.3270
96.0000	1021.7089
175.0000	3021.4194
136.0000	1471.4547
91.0000	1226.4387
95.0000	990.0631
57.0000	932.4205
169.0000	2494.5422
93.0000	1098.5349
149.0000	2142.2757
91.0000	1125.9520
98.0000	1382.6250
106.0000	1171.6958
92.0000	903.7666
78.0000	1362.4669
95.0000	1343.6116
72.0000	863.8449
128.0000	1573.3534
97.0000	1133.8690
83.0000	917.9074
137.0000	1719.4569
109.0000	1096.6814
114.0000	1184.2538
161.0000	1675.4017
97.0000	856.6043
108.0000	1391.4931
165.0000	2276.8002
135.0000	1452.0086
107.0000	1169.0038
138.0000	1347.7366
116.0000	1207.8965
163.0000	2063.4612
151.0000	1576.9512
151.0000	1866.6746
160.0000	1339.6649
138.0000	1637.1313
73.0000	1214.7658
93.0000	1674.8107
126.0000	3077.5139
83.0000	1136.6341
103.0000	2020.9399
121.0000	2505.9866
80.0000	886.2957
157.0000	1833.8691
142.0000	1364.0546
132.0000	2174.1663
138.0000	1852.1242
136.0000	1679.1679
132.0000	1792.6871
122.0000	1373.9978
140.0000	1299.9938
87.0000	1520.1421
89.0000	1244.6984
138.0000	1787.3111
134.0000	1112.2778
143.0000	2160.3250
92.0000	3232.8272
156.0000	1631.7138
140.0000	1668.4927
147.0000	1737.0069
147.0000	2265.0594
142.0000	1563.5073
169.0000	1614.0099
130.0000	1469.1127
141.0000	1780.6794
118.0000	1792.4949
134.0000	1664.8637
134.0000	1696.4970
129.0000	1769.6471
111.0000	1060.1335
103.0000	1429.5293
143.0000	2100.5740
110.0000	1072.6831
119.0000	1695.4920
92.0000	1083.7315
139.0000	1232.3112
158.0000	2462.9537
100.0000	882.5622
97.0000	954.7906
120.0000	1400.4971
73.0000	682.6148
127.0000	1331.9215
115.0000	1329.6642
132.0000	2163.7223
126.0000	1925.0109
121.0000	1262.6654
113.0000	1373.9654
126.0000	1324.2024
117.0000	1214.3896
120.0000	1262.4456
160.0000	2099.8209
103.0000	1129.2214
99.0000	873.8118
77.0000	1394.0624
131.0000	1471.4646
140.0000	1726.7391
118.0000	1124.9329
136.0000	1693.9873
90.0000	1109.0198
98.0000	1070.7185
113.0000	1208.3166
148.0000	2325.7571
125.0000	1215.6307
92.0000	1099.7745
57.0000	888.5038
146.0000	1806.8431
89.0000	1039.4494
108.0000	1558.8072
91.0000	1191.9140
111.0000	1006.8625
108.0000	1243.8071
127.0000	1674.7528
105.0000	1122.2464
151.0000	1423.3633
118.0000	1088.1126
111.0000	1083.6397
167.0000	2061.0648
106.0000	988.8726
105.0000	1410.0188
122.0000	1096.2495
95.0000	865.3063
136.0000	1268.0627
79.0000	1141.2923
117.0000	1240.1976
128.0000	1418.5013
124.0000	1267.3397
119.0000	1131.9965
130.0000	1357.6822
108.0000	1167.0458
106.0000	1454.2235
106.0000	1239.9056
92.0000	1425.6230
144.0000	1371.0405
82.0000	1058.4073
108.0000	1307.7186
122.0000	1279.7918
99.0000	1216.4904
80.0000	1142.4964
129.0000	1891.9493
134.0000	1080.2875
81.0000	1169.8944
133.0000	1239.8339
95.0000	973.6622
134.0000	1320.6771
106.0000	1063.0955
151.0000	1800.9839
164.0000	2027.1330
117.0000	1862.5381
147.0000	1424.4283
119.0000	963.5606
131.0000	1287.2548
124.0000	1189.1606
137.0000	1576.1374
144.0000	1858.4450
172.0000	2344.2536
167.0000	1607.4150
107.0000	1281.3231
127.0000	1608.2307
176.0000	1695.3206
149.0000	1298.0189
87.0000	963.0426
110.0000	1518.8743
136.0000	1840.7216
128.0000	2238.2368
110.0000	1472.6293
130.0000	2066.8290
106.0000	1352.3698
122.0000	1801.7344
152.0000	2316.1891
126.0000	1953.9545
113.0000	1144.0712
144.0000	1619.1760
143.0000	1363.8394
147.0000	1366.3766
124.0000	1632.8668
87.0000	2090.4715
87.0000	1176.0153
101.0000	1152.0447
136.0000	1890.2495
143.0000	2112.0530
132.0000	1216.3630
97.0000	959.8328
129.0000	1394.1044
128.0000	1686.5981
99.0000	1002.5951
130.0000	1585.9596
129.0000	1194.1114
117.0000	1135.2453
138.0000	1571.2756
94.0000	1123.0178
135.0000	1345.9911
114.0000	1050.6393
146.0000	1591.8273
163.0000	1849.0384
88.0000	979.7831
135.0000	1427.2845
118.0000	1244.1085
159.0000	2167.8420
98.0000	1072.0676
119.0000	1440.8366
111.0000	1009.1075
116.0000	1269.1485
123.0000	1245.0916
126.0000	1311.7938
114.0000	1414.3985
132.0000	1367.4696
90.0000	1059.2932
99.0000	1035.6491
103.0000	1167.1679
97.0000	1005.0124
99.0000	891.5739
94.0000	1176.5075
157.0000	2413.6735
97.0000	775.2677
165.0000	3037.8955
146.0000	2801.0370
178.0000	2234.3670
108.0000	1734.3131
68.0000	1356.7723
131.0000	1440.6516
145.0000	2384.4047
124.0000	2040.0086
66.0000	832.6464
78.0000	994.4431
45.0000	820.9750
114.0000	1588.2771
112.0000	1565.3169
112.0000	1437.4898
108.0000	1463.4815
87.0000	1331.4699
73.0000	1367.8991
95.0000	1206.2641
70.0000	719.3580
90.0000	1123.0534
138.0000	3111.9197
106.0000	1197.7212
150.0000	1469.8711
124.0000	1587.5308
175.0000	1624.9052
184.0000	1698.4617
130.0000	1340.2451
134.0000	1489.2283
135.0000	1428.6119
123.0000	1142.1734
114.0000	1509.4270
123.0000	1557.3266
123.0000	1332.2068
85.0000	766.1207
136.0000	1284.5910
113.0000	1402.4635
126.0000	1096.0990
105.0000	1106.7127
106.0000	973.9061
112.0000	1363.1390
113.0000	1555.1067
136.0000	1762.8463
107.0000	1155.9983
90.0000	1240.1786
91.0000	1708.2532
101.0000	1182.5443
100.0000	1105.8594
100.0000	1322.6610
94.0000	1071.2992
108.0000	1219.5569
84.0000	982.6149
110.0000	1427.4267
153.0000	1401.9597
115.0000	956.9859
136.0000	1464.3029
99.0000	961.2674
145.0000	1875.6951
111.0000	1853.4940
95.0000	2340.1152
141.0000	1299.9604
141.0000	1610.3559
116.0000	1593.3211
140.0000	1496.4719
62.0000	1150.9496
111.0000	1015.1803
115.0000	1157.3418
150.0000	1476.1324
152.0000	2155.6477
100.0000	1394.4967
117.0000	1462.9060
127.0000	1146.1252
110.0000	1129.7513
108.0000	1327.4133
107.0000	1320.2208
91.0000	1330.0045
119.0000	1456.5250
151.0000	2219.5335
128.0000	1367.9115
144.0000	2695.7617
136.0000	2607.7508
166.0000	1439.3641
144.0000	2474.8392
149.0000	1600.7430
103.0000	1697.9461
184.0000	1476.8124
157.0000	1650.8437
98.0000	1096.3097
135.0000	1521.8949
87.0000	2217.6267
87.0000	1011.3971
114.0000	1351.2246
130.0000	1230.2573
139.0000	1577.0067
136.0000	1652.4506
89.0000	1021.1631
132.0000	1125.7926
158.0000	1894.3566
116.0000	1335.5673
119.0000	1461.4223
101.0000	1646.4267
136.0000	1501.5139
129.0000	1345.2546
89.0000	898.0479
100.0000	1140.7436
93.0000	1498.7094
108.0000	1075.3576
138.0000	1298.0351
133.0000	1101.7032
96.0000	1310.0057
118.0000	1259.1755
115.0000	1296.1674
106.0000	982.9206
136.0000	1466.7266
102.0000	1213.5271
89.0000	1068.3412
131.0000	1381.8781
79.0000	777.5281
152.0000	2036.5611
102.0000	886.0418
122.0000	1586.5163
147.0000	1548.3614
128.0000	1419.0553
70.0000	854.6877
133.0000	1754.6199
110.0000	1157.8394
108.0000	1263.4136
149.0000	2169.6523
91.0000	3451.0213
149.0000	1495.9576
86.0000	863.9971
123.0000	2061.9360
136.0000	1801.1891
135.0000	2139.0909
185.0000	1887.7479
156.0000	2559.9062
170.0000	2185.0362
152.0000	2349.5106
121.0000	1692.2263
111.0000	1540.0188
158.0000	1814.8573
94.0000	1154.6839
138.0000	1133.7165
82.0000	992.6208
101.0000	989.5767
81.0000	1014.0572
135.0000	1501.3531
100.0000	1026.6840
111.0000	1404.6064
108.0000	1225.5550
172.0000	1721.5481
123.0000	1099.1242
115.0000	1311.5258
119.0000	1178.8333
110.0000	1485.1360
155.0000	1490.4335
104.0000	1237.6837
142.0000	1390.0396
115.0000	1307.8276
92.0000	889.3458
116.0000	1540.5590
83.0000	909.7192
89.0000	936.8154
151.0000	2128.8239
68.0000	931.1101
85.0000	1036.4073
113.0000	1825.8080
138.0000	1413.5629
118.0000	1353.9391
93.0000	1831.0268
103.0000	1703.3696
87.0000	899.7533
121.0000	1805.7860
140.0000	1559.4630
140.0000	1592.9218
124.0000	1385.0491
171.0000	2026.2061
137.0000	1430.8882
110.0000	1211.6014
133.0000	2037.5961
134.0000	1557.6851
136.0000	1810.6794
106.0000	2071.1736
149.0000	1800.7659
112.0000	1585.4725
131.0000	1336.7509
115.0000	1188.8368
89.0000	1159.9332
106.0000	1086.0723
131.0000	2134.8852
113.0000	1503.7503
95.0000	890.4336
120.0000	1311.9714
95.0000	982.4744
130.0000	1680.1155
82.0000	993.2507
111.0000	1249.5983
103.0000	1103.8437
121.0000	1468.4907
83.0000	949.0285
116.0000	1961.1267
113.0000	1867.9168
138.0000	1433.9958
135.0000	1213.1327
86.0000	797.6403
88.0000	1119.4146
143.0000	1474.8176
82.0000	1118.8771
60.0000	933.9952
114.0000	1275.4313
97.0000	1020.3436
130.0000	1105.0466
96.0000	1229.9614
109.0000	1163.1973
65.0000	641.5053
107.0000	1120.9371
129.0000	1285.5100
94.0000	966.5744
100.0000	1675.9415
123.0000	1280.4077
152.0000	1889.8923
97.0000	1245.0940
43.0000	626.4375
126.0000	1336.3364
93.0000	1067.0848
110.0000	965.2777
88.0000	826.6765
116.0000	1085.6330
176.0000	2007.9736
141.0000	1295.0015
94.0000	1206.0522
106.0000	1486.9950
123.0000	1403.1226
89.0000	1228.6033
98.0000	1213.0932
143.0000	1500.9993
119.0000	1251.4603
110.0000	1897.3392
105.0000	1858.9209
105.0000	1363.5593
132.0000	1084.6197
96.0000	2229.6309
121.0000	1757.8649
175.0000	1769.6316
113.0000	1620.2068
105.0000	2142.3788
175.0000	1555.6230
128.0000	1876.4120
122.0000	1418.7237
152.0000	2544.4324
108.0000	1433.1818
112.0000	1821.0209
74.0000	1038.0785
117.0000	1440.6297
123.0000	3068.5699
92.0000	1605.5762
79.0000	1023.5429
126.0000	2305.5429
99.0000	1106.8939
107.0000	1234.2848
77.0000	882.4857
93.0000	1243.8380
57.0000	855.8037
139.0000	1468.3743
154.0000	1668.9808
89.0000	1447.5503
125.0000	1277.9820
106.0000	1617.6817
120.0000	1852.8872
164.0000	1580.4091
138.0000	1792.8765
156.0000	1364.3856
152.0000	1379.6050
177.0000	1987.5787
107.0000	2152.3327
167.0000	2063.7912
93.0000	1231.7053
90.0000	1854.7156
106.0000	1040.8929
158.0000	1713.6514
93.0000	1056.5761
92.0000	1596.6778
72.0000	991.5407
131.0000	1244.4862
118.0000	1083.9926
138.0000	2127.0790
147.0000	2529.1000
140.0000	1520.1760
110.0000	2089.2412
143.0000	2558.1374
33.0000	458.6982
78.0000	1818.3410
103.0000	2646.5557
91.0000	1533.2361
112.0000	1470.1918
113.0000	1707.2832
125.0000	1295.8727
133.0000	1858.4628
139.0000	1706.7639
80.0000	932.9432
111.0000	1687.9876
90.0000	1244.8839
106.0000	1250.0720
137.0000	1521.5900
131.0000	1490.2741
96.0000	1227.0407
105.0000	1053.2583
100.0000	1274.9310
127.0000	1775.3695
152.0000	2420.1907
123.0000	1042.7013
127.0000	2768.3927
155.0000	2133.0162
165.0000	1896.3863
111.0000	1484.8451
149.0000	1466.4372
153.0000	1422.7375
95.0000	956.8918
129.0000	2005.7934
140.0000	2077.6220
133.0000	2586.7650
136.0000	2696.7562
100.0000	1438.9934
137.0000	1686.6206
124.0000	1818.8562
166.0000	2069.9273
94.0000	1440.6873
150.0000	1638.1560
152.0000	2019.6747
108.0000	1021.5033
100.0000	1191.7412
130.0000	1540.7375
121.0000	1356.7693
112.0000	1684.3364
141.0000	1401.2990
85.0000	1593.0970
53.0000	1445.3671
126.0000	2221.5195
99.0000	1110.4657
90.0000	1237.2692
113.0000	2716.1366
158.0000	1833.0614
151.0000	2284.1270
148.0000	2329.8989
88.0000	921.0005
67.0000	1104.7783
135.0000	1265.6157
153.0000	2172.8099
120.0000	1618.1641
141.0000	1535.2817
142.0000	1814.2439
101.0000	2039.6544
71.0000	1348.4621
71.0000	908.9433
71.0000	1137.6287
107.0000	1313.8588
127.0000	2440.7771
101.0000	1390.4625
123.0000	1955.1192
132.0000	1281.5935
133.0000	1297.8802
157.0000	1806.6134
131.0000	1269.6901
135.0000	1377.9115
80.0000	1147.2166
168.0000	2154.3878
152.0000	1626.3625
149.0000	1950.8250
139.0000	1811.1425
124.0000	1088.5637
94.0000	1640.4106
140.0000	1715.3991
61.0000	771.3488
83.0000	902.8998
132.0000	1522.9094
117.0000	1225.4811
130.0000	1721.0433
103.0000	912.5185
88.0000	1323.7692
80.0000	1298.1244
108.0000	1189.9794
110.0000	1266.9416
117.0000	1300.4207
81.0000	1113.5286
96.0000	1050.1690
138.0000	1358.6968
116.0000	1358.4267
92.0000	1520.4226
138.0000	1359.7242
146.0000	1473.8962
103.0000	1490.4982
137.0000	1103.3458
141.0000	1302.1828
111.0000	1615.6457
142.0000	1388.3829
109.0000	892.0314
94.0000	781.0499
117.0000	1033.4007
119.0000	1062.1789
117.0000	1276.3338
152.0000	2494.6741
143.0000	1888.4520
120.0000	1321.3486
126.0000	1184.4687
150.0000	1987.6458
173.0000	1915.4697
94.0000	1504.5521
112.0000	1199.6766
75.0000	1126.0351
119.0000	1207.3003
107.0000	1582.7296
112.0000	1301.9758
125.0000	1356.3392
122.0000	1404.3119
123.0000	1139.5056
141.0000	2399.2515
106.0000	1748.2343
86.0000	1287.8408
124.0000	1340.2392
116.0000	1123.0988
121.0000	1369.1607
101.0000	1720.0741
127.0000	1319.9034
82.0000	1352.4707
118.0000	1372.7389
114.0000	1372.0671
124.0000	1393.3926
90.0000	1039.7798
132.0000	1662.6734
106.0000	1201.7263
107.0000	2049.1759
150.0000	1602.9860
132.0000	1586.3036
102.0000	1178.9665
108.0000	945.3338
148.0000	1694.5554
92.0000	960.6310
104.0000	1294.5119
131.0000	1613.0009
52.0000	856.0829
86.0000	1288.3097
120.0000	1664.0787
150.0000	1691.0925
117.0000	1540.9361
114.0000	1192.8315
117.0000	1206.1774
136.0000	1422.7681
125.0000	1338.5444
101.0000	1533.9876
109.0000	1283.1594
115.0000	1964.1329
115.0000	1674.3799
92.0000	865.4230
107.0000	1190.0718
107.0000	1251.2985
138.0000	1884.9284
78.0000	1164.1667
147.0000	1808.0730
124.0000	1615.7305
69.0000	951.4888
131.0000	918.4977
98.0000	811.2774
56.0000	819.3266
61.0000	2115.7134
59.0000	1020.3269
141.0000	1637.0070
108.0000	1344.6777
130.0000	1276.9867
93.0000	941.6342
130.0000	1620.2818
119.0000	1405.9406
103.0000	1118.1140
147.0000	1048.5500
112.0000	1107.1310
163.0000	1881.4221
101.0000	1039.5740
138.0000	1235.9029
94.0000	1329.1494
144.0000	1508.0312
114.0000	1269.3388
137.0000	1456.7440
86.0000	724.5405
135.0000	2028.5391
72.0000	1475.3420
118.0000	1033.1350
98.0000	1186.0211
125.0000	1510.8534
107.0000	978.4130
117.0000	1122.9190
95.0000	980.9608
117.0000	1881.1491
140.0000	1650.3363
45.0000	975.5363
106.0000	891.1055
131.0000	1432.1480
106.0000	1151.3601
118.0000	1598.7773
167.0000	1558.0315
108.0000	861.3553
83.0000	1133.6419
72.0000	1078.8406
74.0000	924.2419
131.0000	1386.1872
128.0000	1417.8498
139.0000	1991.4254
113.0000	1146.0070
122.0000	1540.7151
126.0000	1248.6957
105.0000	1119.4396
109.0000	1399.0300
152.0000	1919.3043
143.0000	1842.8087
106.0000	1643.5857
146.0000	1554.6614
143.0000	1650.4045
137.0000	1822.9937
141.0000	1524.6370
121.0000	1765.2994
133.0000	2039.8831
132.0000	1340.5331
84.0000	1040.8655
139.0000	2313.6270
76.0000	855.1462
124.0000	1405.6831
94.0000	1719.6017
120.0000	1130.6772
129.0000	1429.5818
134.0000	1300.7840
156.0000	1515.1092
130.0000	1300.8397
136.0000	2165.8763
103.0000	1179.3286
87.0000	1153.1101
175.0000	2899.8957
203.0000	1858.5053
120.0000	3771.0890
144.0000	3499.9483
90.0000	2058.2412
195.0000	1529.5901
177.0000	2678.6890
211.0000	2367.0575
126.0000	1169.7042
93.0000	919.8592
124.0000	1574.9568
106.0000	1141.8520
114.0000	1204.4073
106.0000	956.6316
73.0000	871.3117
75.0000	828.7460
130.0000	1650.8358
91.0000	1064.8061
109.0000	1453.8831
97.0000	1888.0429
105.0000	1285.9351
146.0000	1565.2083
115.0000	1048.1899
131.0000	1107.8285
138.0000	1556.7093
161.0000	1472.8187
117.0000	1629.9034
155.0000	1747.6190
161.0000	1764.7748
142.0000	1395.9735
153.0000	1420.0989
146.0000	1502.6573
114.0000	1158.8067
136.0000	1478.2821
142.0000	1379.0214
81.0000	1305.2532
136.0000	1502.9418
113.0000	1129.0593
86.0000	1048.2008
115.0000	1286.5761
121.0000	1314.6235
147.0000	1294.6780
136.0000	1150.8241
122.0000	1575.9743
107.0000	1391.7345
118.0000	1319.5230
89.0000	1215.8409
99.0000	1134.0727
70.0000	1048.8208
116.0000	1234.5781
122.0000	1177.8531
132.0000	2341.1764
111.0000	1579.1001
165.0000	1663.7422
145.0000	1492.0519
103.0000	1613.7968
166.0000	1969.3311
105.0000	1550.6347
89.0000	1001.5463
57.0000	593.5689
94.0000	1475.8364
152.0000	1921.0661
111.0000	1375.6613
95.0000	892.4153
137.0000	1848.1891
125.0000	1482.2348
122.0000	1167.9392
131.0000	1274.5772
115.0000	1283.4613
113.0000	1142.1891
99.0000	883.0753
71.0000	1739.1389
120.0000	1091.7367
134.0000	1428.2048
118.0000	1152.9397
113.0000	1308.5247
99.0000	1121.8779
122.0000	1632.1988
120.0000	1218.7781
107.0000	1280.4308
123.0000	1761.6646
99.0000	1035.3854
119.0000	1717.5069
139.0000	1610.9721
116.0000	1515.5194
138.0000	1698.6339
140.0000	1604.0667
107.0000	1524.0230
121.0000	1431.9874
165.0000	1610.9165
136.0000	1911.1719
174.0000	1693.9808
189.0000	1801.5973
146.0000	2492.7870
185.0000	2579.3342
179.0000	2770.9340
192.0000	1331.8833
126.0000	4189.6774
108.0000	3517.9115
169.0000	2849.5036
133.0000	2879.5064
88.0000	862.3103
77.0000	2186.1734
142.0000	1618.7634
137.0000	1335.1412
117.0000	1266.3084
81.0000	1068.6613
95.0000	1246.5857
120.0000	1630.1843
85.0000	1111.4068
177.0000	2698.6315
78.0000	994.6612
131.0000	1237.2700
72.0000	1123.3107
120.0000	2231.9870
68.0000	1166.3040
156.0000	2257.5682
138.0000	2804.0107
112.0000	1273.8528
112.0000	1429.6521
131.0000	1282.2453
118.0000	1236.4777
149.0000	1626.6167
80.0000	867.2670
118.0000	1291.8839
129.0000	1535.5061
141.0000	1556.1199
97.0000	1020.8580
121.0000	1338.6874
141.0000	1754.7946
143.0000	1506.8072
115.0000	1093.0403
109.0000	1258.9531
120.0000	1460.0414
96.0000	1023.2717
131.0000	1309.5179
93.0000	1256.1799
110.0000	1093.7440
117.0000	1245.5172
114.0000	1120.4173
69.0000	864.1018
86.0000	1125.5519
120.0000	1419.5059
89.0000	1143.9117
125.0000	1261.2054
146.0000	1492.8955
63.0000	901.0011
109.0000	1183.8948
120.0000	1713.8842
112.0000	1308.1380
88.0000	1179.3507
114.0000	1139.1659
86.0000	1834.7692
83.0000	1655.4836
79.0000	1900.5297
95.0000	1175.0685
27.0000	491.2728
153.0000	1725.7071
157.0000	1497.6355
129.0000	2195.4703
146.0000	1501.8991
65.0000	948.7313
140.0000	2666.9151
72.0000	888.0923
47.0000	650.8187
101.0000	1174.3798
92.0000	1111.3879
91.0000	1067.7856
146.0000	2280.8365
127.0000	2629.2891
138.0000	1890.6264
138.0000	2498.9074
109.0000	1014.3007
105.0000	1232.2244
113.0000	1257.8382
110.0000	1248.8371
110.0000	1158.4982
104.0000	1193.8610
121.0000	1628.3774
139.0000	1473.9983
148.0000	1869.5869
101.0000	1139.4898
119.0000	1190.4680
115.0000	1601.5352
145.0000	1531.7552
124.0000	1624.5255
95.0000	2455.7390
98.0000	2412.1184
105.0000	2229.9455
132.0000	1439.3721
142.0000	1234.0227
126.0000	1068.7109
110.0000	1280.5436
119.0000	1573.7894
112.0000	1640.7550
97.0000	1790.5131
100.0000	3148.8917
117.0000	1023.3196
117.0000	1524.3034
88.0000	784.3303
123.0000	1062.6975
110.0000	985.1751
90.0000	834.8365
109.0000	1148.4720
121.0000	1332.5164
72.0000	1560.6005
72.0000	1226.0987
101.0000	1140.8475
127.0000	1312.4279
113.0000	1233.5919
107.0000	1515.1587
113.0000	1358.8775
100.0000	1446.9019
125.0000	1385.1556
101.0000	1270.4539
95.0000	914.4545
100.0000	2185.7985
105.0000	2035.7809
145.0000	1787.8828
121.0000	1927.6242
145.0000	1748.2291
128.0000	1613.9935
147.0000	1707.5029
89.0000	1865.6720
147.0000	1606.5952
132.0000	1705.4820
190.0000	2137.4277
114.0000	3191.6797
119.0000	1785.5170
111.0000	2148.2544
147.0000	1890.4068
157.0000	1574.5872
174.0000	1407.4861
130.0000	1707.8852
85.0000	1393.5067
107.0000	2346.4126
96.0000	1119.9879
70.0000	990.2919
107.0000	1193.4563
98.0000	898.6234
119.0000	1052.9801
92.0000	1202.6791
130.0000	1928.3431
120.0000	1733.9798
125.0000	1552.3521
137.0000	1430.6030
96.0000	1620.3787
125.0000	1790.6245
128.0000	1046.2815
136.0000	1433.4950
108.0000	2262.3846
79.0000	1295.1008
82.0000	1253.1800
76.0000	1547.6250
81.0000	1691.8301
84.0000	1089.8032
154.0000	2028.6712
161.0000	1600.7380
99.0000	1497.3169
81.0000	1489.9416
136.0000	1319.6723
168.0000	2104.3895
138.0000	1086.0994
124.0000	1417.9658
150.0000	1371.1251
114.0000	1412.5222
97.0000	1454.9914
79.0000	828.9168
112.0000	1529.9288
112.0000	1360.0493
115.0000	1250.2056
132.0000	1328.9123
106.0000	2036.9242
153.0000	1663.0238
137.0000	1336.0187
141.0000	1593.1566
124.0000	1476.0661
108.0000	1318.7653
139.0000	1659.4876
114.0000	1748.8482
89.0000	1384.4927
132.0000	1413.8494
104.0000	1342.4183
103.0000	1131.3770
75.0000	882.2290
93.0000	1257.1663
109.0000	1194.8473
134.0000	2704.6730
112.0000	1638.5881
64.0000	841.2919
67.0000	1030.1883
83.0000	1281.2681
115.0000	1298.1379
106.0000	1062.8415
102.0000	1186.2942
108.0000	1526.1209
101.0000	1453.9821
84.0000	2162.1619
129.0000	1694.6492
149.0000	1427.7241
148.0000	1762.0133
126.0000	1388.3894
90.0000	906.2196
123.0000	2257.5620
146.0000	1609.6928
118.0000	1852.0556
129.0000	1592.6968
143.0000	2038.7754
85.0000	1099.7768
114.0000	1343.4459
127.0000	1593.6621
137.0000	1089.3163
114.0000	1196.1471
182.0000	1418.8672
157.0000	1061.6021
175.0000	2264.6187
122.0000	1753.6385
116.0000	1563.4811
117.0000	1144.6362
92.0000	1096.3024
91.0000	1573.6969
110.0000	1282.4215
116.0000	1291.9462
134.0000	1584.3371
98.0000	871.7855
105.0000	1113.8240
99.0000	1009.9074
123.0000	1299.8223
128.0000	1260.2115
129.0000	1869.6024
117.0000	1732.1986
107.0000	943.1034
134.0000	1180.5020
160.0000	1478.4664
117.0000	1263.6792
156.0000	1428.1576
92.0000	1697.9862
126.0000	1493.5086
118.0000	995.0678
101.0000	1296.8284
88.0000	1396.4795
87.0000	878.2682
110.0000	2747.0675
56.0000	1692.6524
101.0000	2032.8613
98.0000	1994.6451
135.0000	1886.5018
117.0000	1308.0011
140.0000	1544.7725
90.0000	945.0481
137.0000	1415.1537
91.0000	1588.0605
99.0000	1122.4665
99.0000	1098.4007
94.0000	1073.2660
94.0000	1289.8395
109.0000	1197.5667
149.0000	1578.5221
84.0000	851.9818
170.0000	2416.3642
135.0000	1880.4433
119.0000	1151.3944
150.0000	2231.4800
87.0000	1234.7692
126.0000	1637.1912
131.0000	1325.5527
81.0000	1381.0782
86.0000	972.7698
143.0000	1488.0289
